id;doi;count;year;issn;title;publisher;discipline;electronic
16074;10.1016/j.jeconom.2017.08.001;0;2017;0304-4076;Editors’ introduction;Journal of Econometrics;bwl;\N
16083;10.1016/j.jeconom.2017.05.002;0;2017;0304-4076;The creative mind in econometrics: Studies in celebration of Robert Basmann’s 90th year on causation, identification and structural equation estimation;Journal of Econometrics;bwl;\N
16093;10.1016/j.jeconom.2014.03.010;16;2014;0304-4076;Design-free estimation of variance matrices;Journal of Econometrics;bwl;\N
16095;10.1016/j.jeconom.2011.09.028;16;2012;0304-4076;Semiparametric inference in a GARCH-in-mean model;Journal of Econometrics;bwl;\N
16096;10.1016/j.jeconom.2012.05.013;15;2012;0304-4076;Kernel-weighted GMM estimators for linear time series models;Journal of Econometrics;bwl;\N
16097;10.1016/j.jeconom.2012.05.007;37;2012;0304-4076;Spanning tests in return and stochastic discount factor meanvariance frontiers: A unifying approach;Journal of Econometrics;bwl;\N
16098;10.1016/j.jeconom.2012.05.011;17;2012;0304-4076;Inference in regression models with many regressors;Journal of Econometrics;bwl;\N
16099;10.1016/j.jeconom.2012.05.009;16;2012;0304-4076;GEL statistics under weak identification;Journal of Econometrics;bwl;\N
16100;10.1016/j.jeconom.2012.05.020;25;2012;0304-4076;Assessing misspecified asset pricing models with empirical likelihood estimators;Journal of Econometrics;bwl;\N
16101;10.1016/j.jeconom.2012.05.014;13;2012;0304-4076;CUE with many weak instruments and nearly singular design;Journal of Econometrics;bwl;\N
16102;10.1016/j.jeconom.2012.05.015;29;2012;0304-4076;The semiparametric efficiency bound for models of sequential moment restrictions containing unknown functions;Journal of Econometrics;bwl;\N
16103;10.1016/j.jeconom.2012.05.021;11;2012;0304-4076;Optimal comparison of misspecified moment restriction models under a chosen measure of fit;Journal of Econometrics;bwl;\N
16104;10.1016/j.jeconom.2010.09.012;22;2012;0304-4076;In-sample tests of predictive ability: A new approach;Journal of Econometrics;bwl;\N
16106;10.1016/j.jeconom.2012.04.001;39;2012;0304-4076;Maximum likelihood estimation of stochastic frontier models by the Fourier transform;Journal of Econometrics;bwl;\N
16107;10.1016/j.jeconom.2012.05.019;37;2012;0304-4076;Information criteria for impulse response function matching estimation of DSGE models;Journal of Econometrics;bwl;\N
16108;10.1016/j.jeconom.2012.05.004;5;2012;0304-4076;Editors' introduction;Journal of Econometrics;bwl;\N
16109;10.1016/j.jeconom.2012.05.010;21;2012;0304-4076;Efficient minimum distance estimation with multiple rates of convergence;Journal of Econometrics;bwl;\N
16110;10.1016/j.jeconom.2012.05.016;14;2012;0304-4076;Nonparametric estimation of an instrumental regression: A quasi-Bayesian approach based on regularized posterior;Journal of Econometrics;bwl;\N
16111;10.1016/j.jeconom.2012.05.018;20;2012;0304-4076;Efficiency bounds for estimating linear functionals of nonparametric regression models with endogenous regressors;Journal of Econometrics;bwl;\N
16112;10.1016/j.jeconom.2012.05.017;17;2012;0304-4076;Local GMM estimation of time series models with conditional moment restrictions;Journal of Econometrics;bwl;\N
16113;10.1016/j.jeconom.2012.05.003;15;2012;0304-4076;Estimation of semiparametric locally stationary diffusion models;Journal of Econometrics;bwl;\N
16114;10.1016/j.jeconom.2013.03.001;5;2013;0304-4076;Identification and estimation of nonlinear dynamic panel data models;Journal of Econometrics;bwl;\N
16115;10.1016/j.jeconom.2012.05.023;67;2012;0304-4076;Nonparametric identification of dynamic models with unobserved state variables;Journal of Econometrics;bwl;\N
16117;10.1016/j.jeconom.2013.05.004;13;2013;0304-4076;GARCH models without positivity constraints: Exponential or log GARCH?;Journal of Econometrics;bwl;\N
16118;10.1016/j.jeconom.2012.08.001;34;2013;0304-4076;Local Gaussian correlation: A new measure of dependence;Journal of Econometrics;bwl;\N
16120;10.1016/j.jeconom.2011.09.023;17;2012;0304-4076;Specification testing in nonparametric instrumental variable estimation;Journal of Econometrics;bwl;\N
16121;10.1016/j.jeconom.2013.10.001;16;2014;0304-4076;Let's fix it: Fixed-b asymptotics versus small-b asymptotics in heteroskedasticity and autocorrelation robust inference;Journal of Econometrics;bwl;\N
16122;10.1016/j.jeconom.2011.09.039;13;2012;0304-4076;Simple and powerful GMM over-identification tests with accurate size;Journal of Econometrics;bwl;\N
16123;10.1016/j.jeconom.2011.10.001;61;2012;0304-4076;Heteroskedasticity, autocorrelation, and spatial correlation robust inference in linear panel models with fixed-effects;Journal of Econometrics;bwl;\N
16125;10.1016/j.jeconom.2013.02.001;62;2013;0304-4076;Panel unit root tests in the presence of a multifactor error structure;Journal of Econometrics;bwl;\N
16127;10.1016/j.jeconom.2012.05.001;29;2012;0304-4076;Nonparametric estimation and inference about the overlap of two distributions;Journal of Econometrics;bwl;\N
16128;10.1016/j.jeconom.2011.06.017;15;2011;0304-4076;Robust trend inference with series variance estimator and testing-optimal smoothing parameter;Journal of Econometrics;bwl;\N
16129;10.1016/j.jeconom.2014.05.004;2;2014;0304-4076;Modified local Whittle estimator for long memory processes in the;Journal of Econometrics;bwl;\N
16130;10.1016/j.jeconom.2012.08.014;79;2013;0304-4076;Jump tails, extreme dependencies, and the distribution of stock returns;Journal of Econometrics;bwl;\N
16131;10.1016/j.jeconom.2011.07.005;16;2011;0304-4076;Semiparametric estimation of a bivariate Tobit model;Journal of Econometrics;bwl;\N
16132;10.1016/j.jeconom.2011.02.016;10;2011;0304-4076;Quantile regression for dynamic panel data with fixed effects;Journal of Econometrics;bwl;\N
16135;10.1016/j.jeconom.2012.01.011;59;2012;0304-4076;Jump-robust volatility estimation using nearest neighbor truncation;Journal of Econometrics;bwl;\N
16136;10.1016/j.jeconom.2010.12.010;52;2011;0304-4076;Data-based ranking of realised volatility estimators;Journal of Econometrics;bwl;\N
16139;10.1016/j.jeconom.2013.08.025;23;2014;0304-4076;Testing for seasonal unit roots by frequency domain regression;Journal of Econometrics;bwl;\N
16140;10.1016/j.jeconom.2010.03.033;16;2011;0304-4076;Dynamic estimation of volatility risk premia and investor risk aversion from;Journal of Econometrics;bwl;\N
16141;10.1016/j.jeconom.2014.02.001;81;2014;0304-4076;Variance trading and market price of variance risk;Journal of Econometrics;bwl;\N
16144;10.1016/j.jeconom.2011.05.013;13;2011;0304-4076;Measuring correlations of integrated but not cointegrated variables: A semiparametric approach;Journal of Econometrics;bwl;\N
16145;10.1016/j.jeconom.2011.05.009;25;2011;0304-4076;Moment-based estimation of smooth transition regression models with endogenous variables;Journal of Econometrics;bwl;\N
16146;10.1016/j.jeconom.2011.07.003;17;2011;0304-4076;Hypothesis testing in linear regression when k n is large;Journal of Econometrics;bwl;\N
16147;10.1016/j.jeconom.2011.04.003;23;2011;0304-4076;Model selection criteria in multivariate models with multiple structural changes;Journal of Econometrics;bwl;\N
16148;10.1016/j.jeconom.2011.04.002;16;2011;0304-4076;A family of empirical likelihood functions and estimators for the binary response model;Journal of Econometrics;bwl;\N
16149;10.1016/j.jeconom.2011.03.007;7;2011;0304-4076;A class of simple distribution-free rank-based unit root tests;Journal of Econometrics;bwl;\N
16150;10.1016/j.jeconom.2011.03.005;27;2011;0304-4076;Inference and prediction in a multiple-structural-break model;Journal of Econometrics;bwl;\N
16151;10.1016/j.jeconom.2013.06.004;21;2014;0304-4076;Uniform convergence of weighted sums of non and semiparametric residuals for estimation and testing;Journal of Econometrics;bwl;\N
16153;10.1016/j.jeconom.2011.05.012;24;2011;0304-4076;A new method of projection-based inference in GMM with weakly identified nuisance parameters;Journal of Econometrics;bwl;\N
16154;10.1016/j.jeconom.2011.05.006;23;2011;0304-4076;On finite sample properties of alternative estimators of coefficients in a structural equation with many instruments;Journal of Econometrics;bwl;\N
16155;10.1016/j.jeconom.2011.05.001;18;2011;0304-4076;Moment Restriction-Based Econometric Methods: An overview;Journal of Econometrics;bwl;\N
16156;10.1016/j.jeconom.2011.05.011;22;2011;0304-4076;Linear programming-based estimators in simple linear regression;Journal of Econometrics;bwl;\N
16157;10.1016/j.jeconom.2011.05.002;37;2011;0304-4076;Asymptotic theory for nonparametric regression with spatial data;Journal of Econometrics;bwl;\N
16158;10.1016/j.jeconom.2011.05.003;9;2011;0304-4076;Control variate method for stationary processes;Journal of Econometrics;bwl;\N
16159;10.1016/j.jeconom.2011.05.008;13;2011;0304-4076;Estimation of conditional moment restrictions without assuming parameter identifiability in the implied unconditional moments;Journal of Econometrics;bwl;\N
16160;10.1016/j.jeconom.2011.05.007;28;2011;0304-4076;Instrumental variable estimation in the presence of many moment conditions;Journal of Econometrics;bwl;\N
16161;10.1016/j.jeconom.2011.07.001;13;2011;0304-4076;Semi-nonparametric estimation and misspecification testing of diffusion models;Journal of Econometrics;bwl;\N
16162;10.1016/j.jeconom.2011.08.003;33;2011;0304-4076;Bayesian inference in a sample selection model;Journal of Econometrics;bwl;\N
16163;10.1016/j.jeconom.2011.08.001;20;2011;0304-4076;Two-stage non Gaussian QML estimation of GARCH models and testing the efficiency of the Gaussian QMLE;Journal of Econometrics;bwl;\N
16164;10.1016/j.jeconom.2011.09.016;16;2012;0304-4076;Semiparametric estimation of a truncated regression model;Journal of Econometrics;bwl;\N
16165;10.1016/j.jeconom.2011.09.015;5;2012;0304-4076;Editors' introduction;Journal of Econometrics;bwl;\N
16166;10.1016/j.jeconom.2011.09.022;17;2012;0304-4076;Testing for non-nested conditional moment restrictions using unconditional empirical likelihood;Journal of Econometrics;bwl;\N
16167;10.1016/j.jeconom.2011.09.021;38;2012;0304-4076;Bayesian averaging, prediction and nonnested model selection;Journal of Econometrics;bwl;\N
16168;10.1016/j.jeconom.2011.09.027;13;2012;0304-4076;Partial parametric estimation for nonstationary nonlinear regressions;Journal of Econometrics;bwl;\N
16169;10.1016/j.jeconom.2011.09.019;22;2012;0304-4076;Confidence intervals for the quantile of treatment effects in randomized experiments;Journal of Econometrics;bwl;\N
16170;10.1016/j.jeconom.2011.09.034;41;2012;0304-4076;Semiparametric GMM estimation of spatial autoregressive models;Journal of Econometrics;bwl;\N
16171;10.1016/j.jeconom.2011.09.038;32;2012;0304-4076;The validity of instruments revisited;Journal of Econometrics;bwl;\N
16172;10.1016/j.jeconom.2011.09.026;18;2012;0304-4076;Local polynomial Whittle estimation of perturbed fractional processes;Journal of Econometrics;bwl;\N
16173;10.1016/j.jeconom.2011.09.018;26;2012;0304-4076;Treatment effects in sample selection models and their nonparametric estimation;Journal of Econometrics;bwl;\N
16174;10.1016/j.jeconom.2011.09.032;20;2012;0304-4076;Residual based tests for cointegration in dependent panels;Journal of Econometrics;bwl;\N
16175;10.1016/j.jeconom.2013.12.001;5;2014;0304-4076;Improving the performance of random coefficients demand models :;Journal of Econometrics;bwl;\N
16176;10.1016/j.jeconom.2011.09.014;6;2012;0304-4076;Editors' introduction;Journal of Econometrics;bwl;\N
16177;10.1016/j.jeconom.2011.09.008;19;2012;0304-4076;Empirical implementation of nonparametric first-price auction models;Journal of Econometrics;bwl;\N
16178;10.1016/j.jeconom.2011.09.007;35;2012;0304-4076;Strategic substitutes or complements? the game of where to fish;Journal of Econometrics;bwl;\N
16179;10.1016/j.jeconom.2011.09.010;9;2012;0304-4076;Pairwise-difference estimation of incomplete information games;Journal of Econometrics;bwl;\N
16180;10.1016/j.jeconom.2011.09.012;16;2012;0304-4076;Semi-nonparametric estimation of independently and identically repeated first-price auctions via an integrated simulated moments method;Journal of Econometrics;bwl;\N
16181;10.1016/j.jeconom.2011.09.003;41;2012;0304-4076;The effect of job flexibility on female labor market outcomes: Estimates from a search and bargaining model;Journal of Econometrics;bwl;\N
16182;10.1016/j.jeconom.2011.09.009;8;2012;0304-4076;Efficient local IV estimation of an empirical auction model;Journal of Econometrics;bwl;\N
16183;10.1016/j.jeconom.2011.09.011;25;2012;0304-4076;Risk aversion and asymmetry in procurement auctions: Identification, estimation and application to construction procurements;Journal of Econometrics;bwl;\N
16184;10.1016/j.jeconom.2011.09.006;29;2012;0304-4076;Semiparametric estimation in models of first-price, sealed-bid auctions with affiliation;Journal of Econometrics;bwl;\N
16185;10.1016/j.jeconom.2011.08.008;41;2012;0304-4076;The dynamics of US inflation: Can monetary policy explain the changes?;Journal of Econometrics;bwl;\N
16186;10.1016/j.jeconom.2011.08.007;2;2011;0304-4076;GMM based inference with stratified samples when the aggregate shares are known;Journal of Econometrics;bwl;\N
16189;10.1016/j.jeconom.2011.09.035;21;2012;0304-4076;Robust forecast combinations;Journal of Econometrics;bwl;\N
16190;10.1016/j.jeconom.2011.09.031;40;2012;0304-4076;Lock-in and unobserved preferences in server operating systems: A case of Linux vs. Windows;Journal of Econometrics;bwl;\N
16191;10.1016/j.jeconom.2011.09.036;24;2012;0304-4076;On the jump activity index for semimartingales;Journal of Econometrics;bwl;\N
16192;10.1016/j.jeconom.2011.09.005;12;2012;0304-4076;Bayesian estimation approaches to first-price auctions;Journal of Econometrics;bwl;\N
16193;10.1016/j.jeconom.2011.09.020;20;2012;0304-4076;Quantile-based nonparametric inference for first-price auctions;Journal of Econometrics;bwl;\N
16195;10.1016/j.jeconom.2012.01.001;41;2012;0304-4076;Treatment effect bounds: An application to Swan-Ganz catheterization;Journal of Econometrics;bwl;\N
16198;10.1016/j.jeconom.2012.08.004;37;2013;0304-4076;On loss functions and ranking forecasting performances of multivariate volatility models;Journal of Econometrics;bwl;\N
16200;10.1016/j.jeconom.2011.06.011;32;2012;0304-4076;Set identification via quantile restrictions in short panels;Journal of Econometrics;bwl;\N
16201;10.1016/j.jeconom.2013.05.009;54;2014;0304-4076;Consistent estimation of the fixed effects stochastic frontier model;Journal of Econometrics;bwl;\N
16202;10.1016/j.jeconom.2014.04.002;10;2014;0304-4076;Testing over-identifying restrictions without consistent estimation of the asymptotic covariance matrix;Journal of Econometrics;bwl;\N
16203;10.1016/j.jeconom.2014.02.003;3;2014;0304-4076;Exact confidence sets and goodness-of-fit methods for;Journal of Econometrics;bwl;\N
16204;10.1016/j.jeconom.2014.01.009;13;2014;0304-4076;The dynamic mixed hitting-time model for multiple transaction prices and times;Journal of Econometrics;bwl;\N
16205;10.1016/j.jeconom.2013.01.001;1;2013;0304-4076;Erratum: Elliptical Lorenz Curves (Journal of Econometrics (1989) 40 (327-338));Journal of Econometrics;bwl;\N
16206;10.1016/j.jeconom.2011.06.010;11;2012;0304-4076;Economic juries and public project provision;Journal of Econometrics;bwl;\N
16207;10.1016/j.jeconom.2011.06.006;19;2012;0304-4076;On the observational implications of taste-based discrimination in racial profiling;Journal of Econometrics;bwl;\N
16208;10.1016/j.jeconom.2011.08.004;8;2011;0304-4076;Generalized method of moments (GMM) based inference with stratified samples when the aggregate shares are known;Journal of Econometrics;bwl;\N
16209;10.1016/j.jeconom.2011.06.005;37;2012;0304-4076;Endogenous household interaction;Journal of Econometrics;bwl;\N
16210;10.1016/j.jeconom.2011.06.008;22;2012;0304-4076;Bounds for best response functions in binary games;Journal of Econometrics;bwl;\N
16211;10.1016/j.jeconom.2011.06.012;27;2012;0304-4076;Minimax regret treatment choice with covariates or with limited validity of experiments;Journal of Econometrics;bwl;\N
16212;10.1016/j.jeconom.2011.05.005;25;2011;0304-4076;Properties of the CUE estimator and a modification with moments;Journal of Econometrics;bwl;\N
16213;10.1016/j.jeconom.2011.06.003;44;2012;0304-4076;Partial identification using random set theory;Journal of Econometrics;bwl;\N
16214;10.1016/j.jeconom.2011.06.015;27;2011;0304-4076;How many consumers are rational?;Journal of Econometrics;bwl;\N
16215;10.1016/j.jeconom.2011.06.004;33;2012;0304-4076;IV models of ordered choice;Journal of Econometrics;bwl;\N
16216;10.1016/j.jeconom.2011.07.002;15;2011;0304-4076;A bootstrap algorithm for testing cointegration rank in VAR models in the presence of stationary variables;Journal of Econometrics;bwl;\N
16217;10.1016/j.jeconom.2011.06.016;23;2011;0304-4076;Realized Laplace transforms for estimation of jump diffusive volatility models;Journal of Econometrics;bwl;\N
16218;10.1016/j.jeconom.2011.06.013;24;2012;0304-4076;Statistical treatment choice based on asymmetric minimax regret criteria;Journal of Econometrics;bwl;\N
16221;10.1016/j.jeconom.2011.07.006;41;2011;0304-4076;Particle filters for continuous likelihood evaluation and maximisation;Journal of Econometrics;bwl;\N
16222;10.1016/j.jeconom.2011.06.001;14;2011;0304-4076;Generalized spectral testing for multivariate continuous-time models;Journal of Econometrics;bwl;\N
16223;10.1016/j.jeconom.2013.01.002;59;2013;0304-4076;Monetary policy regimes and the term structure of interest rates;Journal of Econometrics;bwl;\N
16224;10.1016/s0304-4076(13)00012-2;3;2013;0304-4076;2012 Arnold Zellner Award;Journal of Econometrics;bwl;\N
16225;10.1016/s0304-4076(13)00019-5;3;2013;0304-4076;Editorial Board;Journal of Econometrics;bwl;\N
16226;10.1016/s0304-4076(13)00014-6;3;2013;0304-4076;List of the JE Fellows as of January 2012;Journal of Econometrics;bwl;\N
16228;10.1016/j.jeconom.2012.09.006;23;2013;0304-4076;Low-frequency robust cointegration testing;Journal of Econometrics;bwl;\N
16238;10.1016/j.jeconom.2014.09.002;2;2013;0304-4076;Testing for time-invariant unobserved heterogeneity in generalized linear models for panel data;Journal of Econometrics;bwl;\N
16241;10.1016/j.jeconom.2015.12.015;17;2016;0304-4076;Innovations in measurement in economics and econometrics: An overview;Journal of Econometrics;bwl;\N
16243;10.1016/j.jeconom.2014.02.009;35;2014;0304-4076;Adaptive dynamic Nelson-Siegel term structure model with applications;Journal of Econometrics;bwl;\N
16244;10.1016/j.jeconom.2012.02.009;8;2013;0304-4076;Determining the MSE-optimal cross section to forecast;Journal of Econometrics;bwl;\N
16246;10.1016/j.jeconom.2013.03.006;40;2013;0304-4076;Modelling volatility by variance decomposition;Journal of Econometrics;bwl;\N
16252;10.1016/j.jeconom.2012.02.005;27;2012;0304-4076;Distribution-free tests of stochastic monotonicity;Journal of Econometrics;bwl;\N
16253;10.1016/j.jeconom.2012.08.006;25;2013;0304-4076;Testing functional inequalities;Journal of Econometrics;bwl;\N
16257;10.1016/j.jeconom.2011.12.006;29;2013;0304-4076;Estimation in threshold autoregressive models with a stationary and a unit root regime;Journal of Econometrics;bwl;\N
16259;10.1016/j.jeconom.2013.08.019;31;2014;0304-4076;Geometric and long run aspects of Granger causality;Journal of Econometrics;bwl;\N
16260;10.1016/j.jeconom.2013.02.004;42;2013;0304-4076;Limit theory for panel data models with cross sectional dependence and sequential exogeneity;Journal of Econometrics;bwl;\N
16261;10.1016/j.jeconom.2013.02.003;18;2013;0304-4076;Are there common values in first-price auctions? A tail-index nonparametric test;Journal of Econometrics;bwl;\N
16267;10.1016/j.jeconom.2013.04.019;12;2013;0304-4076;Adaptively combined forecasting for discrete response time series;Journal of Econometrics;bwl;\N
16268;10.1016/j.jeconom.2013.07.006;18;2014;0304-4076;Specification analysis of linear quantile models;Journal of Econometrics;bwl;\N
16289;10.1016/j.jeconom.2012.04.004;48;2012;0304-4076;A Lagrange Multiplier test for cross-sectional dependence in a fixed effects panel data model;Journal of Econometrics;bwl;\N
16290;10.1016/j.jeconom.2011.02.013;95;2011;0304-4076;A component model for dynamic correlations;Journal of Econometrics;bwl;\N
16292;10.1016/j.jeconom.2010.03.031;33;2011;0304-4076;Subsampling realised kernels;Journal of Econometrics;bwl;\N
16298;10.1016/j.jeconom.2012.01.026;35;2012;0304-4076;Model selection when there are multiple breaks;Journal of Econometrics;bwl;\N
16299;10.1016/j.jeconom.2012.01.036;18;2012;0304-4076;Well-posedness of measurement error models for self-reported data;Journal of Econometrics;bwl;\N
16300;10.1016/j.jeconom.2012.01.005;23;2012;0304-4076;Nonparametric trending regression with cross-sectional dependence;Journal of Econometrics;bwl;\N
16301;10.1016/j.jeconom.2012.01.031;20;2012;0304-4076;Useful conclusions from surprising results;Journal of Econometrics;bwl;\N
16302;10.1016/j.jeconom.2012.01.020;10;2012;0304-4076;Mean and autocovariance function estimation near the boundary of stationarity;Journal of Econometrics;bwl;\N
16306;10.1016/j.jeconom.2016.10.004;2;2015;0304-4076;Estimation of integrated quadratic covariation between two assets with endogenous sampling times;Journal of Econometrics;bwl;\N
16319;10.1016/j.jeconom.2018.06.002;5;2018;0304-4076;Advance in theoretical econometrics—Essays in honor of Takeshi Amemiya;Journal of Econometrics;bwl;\N
16322;10.1016/j.jeconom.2012.11.006;105;2013;0304-4076;The performance of estimators based on the propensity score;Journal of Econometrics;bwl;\N
16327;10.1016/j.jeconom.2012.11.001;37;2013;0304-4076;Powerful tests for structural changes in volatility;Journal of Econometrics;bwl;\N
16328;10.1016/j.jeconom.2012.10.004;22;2013;0304-4076;Estimating DSGE models using seasonally adjusted and unadjusted data;Journal of Econometrics;bwl;\N
16329;10.1016/j.jeconom.2013.02.006;18;2013;0304-4076;Nelson-Plosser revisited: The ACF approach;Journal of Econometrics;bwl;\N
16330;10.1016/j.jeconom.2013.02.007;28;2013;0304-4076;Robust firm pricing with panel data;Journal of Econometrics;bwl;\N
16331;10.1016/j.jeconom.2013.02.005;17;2013;0304-4076;Identification of first-price auctions with non-separable unobserved heterogeneity;Journal of Econometrics;bwl;\N
16332;10.1016/j.jeconom.2014.04.011;19;2014;0304-4076;Testing for structural stability of factor augmented forecasting models;Journal of Econometrics;bwl;\N
16333;10.1016/j.jeconom.2013.02.008;13;2013;0304-4076;Testing for structural stability in the whole sample;Journal of Econometrics;bwl;\N
16334;10.1016/j.jeconom.2013.03.004;14;2013;0304-4076;Estimation of a nonlinear panel data model with semiparametric individual effects;Journal of Econometrics;bwl;\N
16335;10.1016/j.jeconom.2012.09.007;15;2013;0304-4076;Identification and √n-consistent estimation of a nonlinear panel data model with correlated unobserved effects;Journal of Econometrics;bwl;\N
16336;10.1016/j.jeconom.2013.03.003;19;2013;0304-4076;First difference maximum likelihood and dynamic panel estimation;Journal of Econometrics;bwl;\N
16337;10.1016/j.jeconom.2013.03.002;25;2013;0304-4076;Methods for computing marginal data densities from the Gibbs output;Journal of Econometrics;bwl;\N
16339;10.1016/j.jeconom.2011.01.003;13;2011;0304-4076;Estimation of fractional integration under temporal aggregation;Journal of Econometrics;bwl;\N
16340;10.1016/j.jeconom.2011.01.005;30;2011;0304-4076;Estimating structural changes in regression quantiles;Journal of Econometrics;bwl;\N
16341;10.1016/j.jeconom.2011.02.007;32;2011;0304-4076;Do interest rate options contain information about excess returns?;Journal of Econometrics;bwl;\N
16342;10.1016/j.jeconom.2011.02.009;30;2011;0304-4076;Model selection, estimation and forecasting in VAR models with short-run and long-run restrictions;Journal of Econometrics;bwl;\N
16343;10.1016/j.jeconom.2011.02.015;6;2011;0304-4076;Annals issue on forecasting—Guest editors’ introduction;Journal of Econometrics;bwl;\N
16344;10.1016/j.jeconom.2011.02.003;39;2011;0304-4076;Modeling frailty-correlated defaults using many macroeconomic covariates;Journal of Econometrics;bwl;\N
16345;10.1016/j.jeconom.2011.02.001;28;2011;0304-4076;Generalized runs tests for the IID hypothesis;Journal of Econometrics;bwl;\N
16346;10.1016/j.jeconom.2011.01.006;17;2011;0304-4076;A new class of asymptotically efficient estimators for moment condition models;Journal of Econometrics;bwl;\N
16347;10.1016/j.jeconom.2011.01.002;21;2011;0304-4076;Nonparametric model validations for hidden Markov models with applications in financial econometrics;Journal of Econometrics;bwl;\N
16348;10.1016/j.jeconom.2011.11.006;24;2012;0304-4076;On the least squares estimation of multiple-regime threshold autoregressive models;Journal of Econometrics;bwl;\N
16349;10.1016/j.jeconom.2013.04.017;56;2013;0304-4076;Complete subset regressions;Journal of Econometrics;bwl;\N
16350;10.1016/j.jeconom.2013.05.008;19;2014;0304-4076;Asymptotic refinements of a misspecification-robust bootstrap for generalized method of moments estimators;Journal of Econometrics;bwl;\N
16351;10.1016/j.jeconom.2011.01.007;75;2011;0304-4076;Inference with dependent data using cluster covariance estimators;Journal of Econometrics;bwl;\N
16352;10.1016/j.jeconom.2013.05.003;34;2013;0304-4076;Moving average stochastic volatility models with application to inflation forecast;Journal of Econometrics;bwl;\N
16353;10.1016/j.jeconom.2015.02.004;6;2015;0304-4076;VAR for VaR : Measuring tail dependence using multivariate;Journal of Econometrics;bwl;\N
16360;10.1016/j.jeconom.2018.03.002;1;2018;0304-4076;Issue of the Annals of Econometrics on Indirect Estimation Methods in Finance and Economics;Journal of Econometrics;bwl;\N
16372;10.1016/j.jeconom.2013.08.026;41;2014;0304-4076;Testing for unit roots in bounded time series;Journal of Econometrics;bwl;\N
16373;10.1016/j.jeconom.2010.03.037;41;2011;0304-4076;Variance dynamics: Joint evidence from options and high-frequency returns;Journal of Econometrics;bwl;\N
16378;10.1016/j.jeconom.2012.01.037;18;2012;0304-4076;Dynamic misspecification in nonparametric cointegrating regression;Journal of Econometrics;bwl;\N
16379;10.1016/j.jeconom.2017.06.001;4;2017;0304-4076;Measurement error models: Editors’ introduction;Journal of Econometrics;bwl;\N
16384;10.1016/j.jeconom.2014.03.012;26;2014;0304-4076;Tests based on t-statistics for IV regression with weak instruments;Journal of Econometrics;bwl;\N
16409;10.1016/j.jeconom.2011.09.013;92;2012;0304-4076;A dynamic oligopoly game of the US airline industry: Estimation and policy experiments;Journal of Econometrics;bwl;\N
16411;10.1016/s0304-4076(17)30250-6;0;2018;0304-4076;Editorial Board;Journal of Econometrics;bwl;\N
16412;10.1016/j.jeconom.2017.12.001;0;2018;0304-4076;Announcement;Journal of Econometrics;bwl;\N
16423;10.1016/j.jeconom.2013.04.014;53;2013;0304-4076;Consistent factor estimation in dynamic factor models with structural instability;Journal of Econometrics;bwl;\N
16424;10.1016/j.jeconom.2010.12.011;22;2011;0304-4076;Subsampling high frequency data;Journal of Econometrics;bwl;\N
16425;10.1016/j.jeconom.2011.08.005;13;2012;0304-4076;Some properties of the LIML estimator in a dynamic panel structural equation;Journal of Econometrics;bwl;\N
16427;10.1016/j.jeconom.2011.03.002;59;2011;0304-4076;Bias corrections for two-step fixed effects panel data estimators;Journal of Econometrics;bwl;\N
16437;10.1016/j.jeconom.2012.01.035;70;2012;0304-4076;Identification and estimation of Gaussian affine term structure models;Journal of Econometrics;bwl;\N
16438;10.1016/j.jeconom.2011.02.011;122;2011;0304-4076;The affine arbitrage-free class of Nelson-Siegel term structure models;Journal of Econometrics;bwl;\N
16440;10.1016/j.jeconom.2011.09.033;27;2012;0304-4076;Statistical inference on regression with spatial dependence;Journal of Econometrics;bwl;\N
16441;10.1016/j.jeconom.2011.02.008;18;2011;0304-4076;A semiparametric panel model for unbalanced data with application to climate change in the United Kingdom;Journal of Econometrics;bwl;\N
16443;10.1016/j.jeconom.2013.04.007;68;2013;0304-4076;Large time-varying parameter VARs;Journal of Econometrics;bwl;\N
16446;10.1016/j.jeconom.2013.10.012;36;2014;0304-4076;Time-varying sparsity in dynamic regression models;Journal of Econometrics;bwl;\N
16448;10.1016/j.jeconom.2009.10.004;33;2011;0304-4076;Global identification of risk preferences with revealed preference data;Journal of Econometrics;bwl;\N
16449;10.1016/j.jeconom.2009.10.005;26;2011;0304-4076;Risk behavior in the presence of government programs;Journal of Econometrics;bwl;\N
16450;10.1016/j.jeconom.2009.10.007;32;2011;0304-4076;Agricultural arbitrage and risk preferences;Journal of Econometrics;bwl;\N
16451;10.1016/j.jeconom.2009.10.003;22;2011;0304-4076;The economics and econometrics of risk: An introduction to the special issue;Journal of Econometrics;bwl;\N
16452;10.1016/j.jeconom.2009.10.006;31;2011;0304-4076;Calibrating the wealth effects of decoupled payments: Does decreasing absolute risk aversion matter?;Journal of Econometrics;bwl;\N
16453;10.1016/j.jeconom.2009.10.009;13;2011;0304-4076;Semi-nonparametric test of second degree stochastic dominance with respect to a function;Journal of Econometrics;bwl;\N
16454;10.1016/j.jeconom.2009.10.015;38;2011;0304-4076;A similarity-based approach to prediction;Journal of Econometrics;bwl;\N
16456;10.1016/j.jeconom.2009.10.011;58;2011;0304-4076;Mixture models of choice under risk;Journal of Econometrics;bwl;\N
16457;10.1016/j.jeconom.2009.10.013;18;2011;0304-4076;Evaluation of similarity models for expected utility violations;Journal of Econometrics;bwl;\N
