id;id_doi;category;discipline;count;
16109;2353;Business, Management and Accounting;2;16109;
16110;2353;Chemistry;1;16110;
16111;2353;Social Sciences;1;16111;
16112;2353;Unspecified;4;16112;
16113;2353;Economics, Econometrics and Finance;4;16113;
16114;2354;Business, Management and Accounting;2;16114;
16115;2355;Business, Management and Accounting;5;16115;
16117;2355;Environmental Science;1;16117;
16118;2355;Unspecified;1;16118;
16120;2355;Agricultural and Biological Sciences;1;16120;
16121;2355;Chemistry;1;16121;
16122;2355;Social Sciences;2;16122;
16123;2356;Business, Management and Accounting;3;16123;
16125;2356;Social Sciences;1;16125;
16127;2356;Economics, Econometrics and Finance;7;16127;
16128;2357;Economics, Econometrics and Finance;1;16128;
16129;2358;Business, Management and Accounting;4;16129;
16130;2358;Economics, Econometrics and Finance;18;16130;
16131;2358;Environmental Science;1;16131;
16132;2358;Unspecified;2;16132;
16135;2358;Social Sciences;7;16135;
16136;2358;Psychology;2;16136;
16139;2359;Environmental Science;2;16139;
16140;2359;Unspecified;1;16140;
16141;2359;Computer Science;1;16141;
16144;2359;Social Sciences;3;16144;
16145;2360;Business, Management and Accounting;3;16145;
16146;2360;Economics, Econometrics and Finance;11;16146;
16147;2360;Environmental Science;2;16147;
16148;2360;Unspecified;2;16148;
16149;2360;Medicine and Dentistry;1;16149;
16150;2360;Agricultural and Biological Sciences;1;16150;
16151;2360;Chemistry;1;16151;
16153;2361;Economics, Econometrics and Finance;17;16153;
16154;2361;Unspecified;5;16154;
16155;2361;Environmental Science;1;16155;
16156;2362;Business, Management and Accounting;59;16156;
16157;2362;Physics and Astronomy;1;16157;
16158;2362;Economics, Econometrics and Finance;21;16158;
16159;2362;Decision Sciences;3;16159;
16160;2362;Philosophy;1;16160;
16161;2362;Unspecified;13;16161;
16162;2362;Engineering;6;16162;
16163;2362;Design;1;16163;
16164;2362;Chemical Engineering;1;16164;
16165;2362;Energy;1;16165;
16166;2362;Agricultural and Biological Sciences;1;16166;
16167;2362;Chemistry;1;16167;
16168;2362;Social Sciences;10;16168;
16169;2362;Computer Science;10;16169;
16170;2363;Business, Management and Accounting;4;16170;
16171;2363;Economics, Econometrics and Finance;99;16171;
16172;2363;Environmental Science;3;16172;
16173;2363;Energy;1;16173;
16174;2363;Philosophy;2;16174;
16175;2363;Unspecified;20;16175;
16176;2363;Engineering;1;16176;
16177;2363;Arts and Humanities;1;16177;
16178;2363;Neuroscience;1;16178;
16179;2363;Agricultural and Biological Sciences;2;16179;
16180;2363;Earth and Planetary Sciences;1;16180;
16181;2363;Social Sciences;8;16181;
16182;2364;Business, Management and Accounting;31;16182;
16183;2364;Psychology;3;16183;
16184;2364;Environmental Science;1;16184;
16185;2364;Decision Sciences;1;16185;
16186;2364;Unspecified;20;16186;
16189;2364;Computer Science;8;16189;
16190;2364;Chemistry;1;16190;
16191;2364;Social Sciences;42;16191;
16192;2364;Economics, Econometrics and Finance;114;16192;
16193;2365;Business, Management and Accounting;6;16193;
16195;2365;Environmental Science;1;16195;
16198;2365;Unspecified;8;16198;
16200;2365;Mathematics;1;16200;
16201;2365;Chemistry;1;16201;
16202;2365;Social Sciences;1;16202;
16203;2365;Psychology;1;16203;
16204;2366;Business, Management and Accounting;16;16204;
16205;2366;Psychology;10;16205;
16206;2366;Decision Sciences;1;16206;
16207;2366;Computer Science;3;16207;
16208;2366;Unspecified;5;16208;
16209;2366;Engineering;2;16209;
16210;2366;Arts and Humanities;1;16210;
16211;2366;Energy;1;16211;
16212;2366;Agricultural and Biological Sciences;1;16212;
16213;2366;Chemistry;1;16213;
16214;2366;Earth and Planetary Sciences;1;16214;
16215;2366;Social Sciences;15;16215;
16216;2366;Economics, Econometrics and Finance;66;16216;
16217;2367;Business, Management and Accounting;3;16217;
16218;2367;Economics, Econometrics and Finance;14;16218;
16221;2367;Nursing and Health Professions;3;16221;
16222;2367;Agricultural and Biological Sciences;2;16222;
16223;2367;Social Sciences;1;16223;
16224;2368;Business, Management and Accounting;4;16224;
16225;2368;Social Sciences;4;16225;
16226;2368;Unspecified;6;16226;
16228;2369;Business, Management and Accounting;3;16228;
16238;2370;Economics, Econometrics and Finance;15;16238;
16241;2370;Unspecified;7;16241;
16243;2370;Engineering;1;16243;
16244;2370;Biochemistry, Genetics and Molecular Biology;1;16244;
16246;2370;Earth and Planetary Sciences;4;16246;
16252;2371;Social Sciences;6;16252;
16253;2371;Psychology;1;16253;
16257;2372;Economics, Econometrics and Finance;27;16257;
16259;2373;Economics, Econometrics and Finance;48;16259;
16260;2373;Environmental Science;1;16260;
16261;2373;Unspecified;7;16261;
16267;2374;Materials Science;1;16267;
16268;2374;Physics and Astronomy;1;16268;
16289;2376;Unspecified;2;16289;
16290;2376;Computer Science;1;16290;
16292;2376;Chemistry;1;16292;
16298;2377;Unspecified;25;16298;
16299;2377;Veterinary Science and Veterinary Medicine;3;16299;
16300;2377;Engineering;1;16300;
16301;2377;Medicine and Dentistry;5;16301;
16302;2377;Biochemistry, Genetics and Molecular Biology;10;16302;
16306;2377;Chemistry;1;16306;
16319;2379;Decision Sciences;2;16319;
16322;2379;Engineering;2;16322;
16327;2379;Economics, Econometrics and Finance;55;16327;
16328;2380;Business, Management and Accounting;1;16328;
16329;2380;Philosophy;1;16329;
16330;2380;Physics and Astronomy;1;16330;
16331;2380;Economics, Econometrics and Finance;15;16331;
16332;2380;Computer Science;1;16332;
16333;2381;Business, Management and Accounting;9;16333;
16334;2381;Physics and Astronomy;1;16334;
16335;2381;Economics, Econometrics and Finance;91;16335;
16336;2381;Environmental Science;2;16336;
16337;2381;Unspecified;6;16337;
16339;2381;Psychology;1;16339;
16340;2382;Business, Management and Accounting;1;16340;
16341;2382;Chemistry;1;16341;
16342;2382;Economics, Econometrics and Finance;36;16342;
16343;2382;Computer Science;1;16343;
16344;2383;Business, Management and Accounting;5;16344;
16345;2383;Economics, Econometrics and Finance;18;16345;
16346;2383;Decision Sciences;1;16346;
16347;2383;Unspecified;1;16347;
16348;2383;Engineering;1;16348;
16349;2383;Medicine and Dentistry;1;16349;
16350;2383;Mathematics;1;16350;
16351;2383;Chemistry;1;16351;
16352;2383;Social Sciences;3;16352;
16353;2384;Business, Management and Accounting;1;16353;
16360;2385;Economics, Econometrics and Finance;19;16360;
16372;2386;Earth and Planetary Sciences;1;16372;
16373;2386;Social Sciences;2;16373;
16378;2387;Mathematics;1;16378;
16379;2387;Chemistry;1;16379;
16384;2388;Unspecified;4;16384;
16409;2394;Social Sciences;5;16409;
16411;2395;Business, Management and Accounting;3;16411;
16412;2395;Chemistry;1;16412;
16423;2398;Agricultural and Biological Sciences;2;16423;
16424;2398;Chemistry;1;16424;
16425;2398;Earth and Planetary Sciences;1;16425;
16427;2399;Business, Management and Accounting;2;16427;
16437;2400;Economics, Econometrics and Finance;26;16437;
16438;2400;Unspecified;5;16438;
16440;2400;Mathematics;3;16440;
16441;2400;Social Sciences;1;16441;
16443;2401;Social Sciences;2;16443;
16446;2402;Business, Management and Accounting;8;16446;
16448;2402;Environmental Science;1;16448;
16449;2402;Unspecified;10;16449;
16450;2402;Computer Science;2;16450;
16451;2402;Social Sciences;8;16451;
16452;2402;Arts and Humanities;1;16452;
16453;2403;Business, Management and Accounting;81;16453;
16454;2403;Materials Science;2;16454;
16456;2403;Sports and Recreations;1;16456;
16457;2403;Unspecified;11;16457;
16458;2403;Engineering;6;16458;
16459;2403;Computer Science;37;16459;
16460;2403;Mathematics;1;16460;
16462;2403;Social Sciences;9;16462;
16465;2404;Economics, Econometrics and Finance;41;16465;
16466;2404;Environmental Science;1;16466;
16469;2404;Pharmacology, Toxicology and Pharmaceutical Science;1;16469;
16472;2404;Agricultural and Biological Sciences;1;16472;
16473;2404;Social Sciences;8;16473;
16476;2405;Social Sciences;1;16476;
16477;2405;Unspecified;2;16477;
16478;2405;Economics, Econometrics and Finance;15;16478;
16479;2406;Business, Management and Accounting;12;16479;
16480;2406;Economics, Econometrics and Finance;31;16480;
16481;2406;Environmental Science;1;16481;
16482;2406;Unspecified;4;16482;
16483;2406;Engineering;1;16483;
16484;2406;Computer Science;1;16484;
16485;2406;Agricultural and Biological Sciences;1;16485;
16486;2406;Chemistry;1;16486;
16487;2406;Social Sciences;1;16487;
16488;2406;Arts and Humanities;1;16488;
16489;2407;Psychology;1;16489;
16490;2407;Unspecified;1;16490;
16491;2407;Economics, Econometrics and Finance;1;16491;
16492;2408;Business, Management and Accounting;3;16492;
16493;2408;Economics, Econometrics and Finance;43;16493;
16494;2408;Environmental Science;2;16494;
16495;2408;Unspecified;5;16495;
16497;2408;Design;3;16497;
16510;2410;Computer Science;1;16510;
16516;2411;Unspecified;9;16516;
16521;2412;Chemistry;1;16521;
16522;2412;Social Sciences;1;16522;
16524;2412;Economics, Econometrics and Finance;25;16524;
16525;2413;Business, Management and Accounting;4;16525;
16526;2413;Chemistry;1;16526;
16531;2414;Social Sciences;3;16531;
16533;2414;Economics, Econometrics and Finance;23;16533;
16534;2415;Economics, Econometrics and Finance;24;16534;
16535;2415;Unspecified;5;16535;
16536;2415;Medicine and Dentistry;2;16536;
16538;2415;Agricultural and Biological Sciences;1;16538;
16540;2417;Economics, Econometrics and Finance;3;16540;
16544;2418;Chemistry;1;16544;
16546;2418;Unspecified;6;16546;
16553;2420;Economics, Econometrics and Finance;45;16553;
16554;2420;Environmental Science;1;16554;
16555;2420;Unspecified;10;16555;
16556;2420;Engineering;1;16556;
16557;2420;Arts and Humanities;1;16557;
16560;2420;Social Sciences;6;16560;
16562;2421;Business, Management and Accounting;4;16562;
16566;2421;Mathematics;1;16566;
16570;2422;Design;2;16570;
16572;2422;Unspecified;9;16572;
16575;2423;Economics, Econometrics and Finance;30;16575;
16576;2423;Decision Sciences;3;16576;
16577;2423;Unspecified;13;16577;
16578;2423;Engineering;1;16578;
16581;2423;Social Sciences;1;16581;
16588;2424;Agricultural and Biological Sciences;1;16588;
16591;2425;Psychology;1;16591;
16593;2425;Unspecified;22;16593;
16597;2425;Arts and Humanities;2;16597;
16599;2425;Agricultural and Biological Sciences;1;16599;
16600;2425;Earth and Planetary Sciences;1;16600;
16603;2426;Physics and Astronomy;1;16603;
16608;2426;Chemistry;1;16608;
16612;2427;Economics, Econometrics and Finance;21;16612;
16613;2427;Unspecified;4;16613;
16616;2427;Arts and Humanities;1;16616;
16617;2427;Social Sciences;14;16617;
16635;2433;Unspecified;6;16635;
16636;2433;Economics, Econometrics and Finance;11;16636;
16641;2435;Unspecified;10;16641;
16642;2435;Arts and Humanities;1;16642;
16643;2435;Agricultural and Biological Sciences;1;16643;
16644;2435;Chemistry;1;16644;
16645;2435;Economics, Econometrics and Finance;69;16645;
16646;2436;Business, Management and Accounting;8;16646;
16650;2436;Computer Science;2;16650;
16652;2437;Business, Management and Accounting;2;16652;
16654;2437;Psychology;2;16654;
16655;2437;Sports and Recreations;1;16655;
16658;2437;Medicine and Dentistry;1;16658;
16663;2437;Social Sciences;13;16663;
16666;2439;Business, Management and Accounting;3;16666;
16669;2439;Arts and Humanities;2;16669;
16671;2441;Business, Management and Accounting;1;16671;
16674;2442;Social Sciences;1;16674;
16675;2443;Social Sciences;1;16675;
16677;2444;Business, Management and Accounting;5;16677;
16678;2444;Earth and Planetary Sciences;1;16678;
16679;2444;Social Sciences;13;16679;
16680;2444;Unspecified;13;16680;
16685;2445;Arts and Humanities;1;16685;
16686;2445;Agricultural and Biological Sciences;1;16686;
16687;2445;Chemistry;1;16687;
16701;2447;Economics, Econometrics and Finance;16;16701;
16704;2447;Engineering;1;16704;
16707;2447;Computer Science;1;16707;
16709;2447;Chemistry;1;16709;
16749;2455;Unspecified;10;16749;
16751;2455;Chemistry;1;16751;
16752;2455;Social Sciences;11;16752;
16753;2456;Business, Management and Accounting;6;16753;
16754;2456;Economics, Econometrics and Finance;35;16754;
16755;2456;Environmental Science;1;16755;
16756;2456;Unspecified;8;16756;
16757;2456;Engineering;1;16757;
16758;2456;Computer Science;1;16758;
16759;2456;Earth and Planetary Sciences;1;16759;
16767;2457;Social Sciences;2;16767;
16769;2458;Social Sciences;4;16769;
16770;2458;Unspecified;2;16770;
16771;2458;Economics, Econometrics and Finance;7;16771;
16772;2459;Economics, Econometrics and Finance;2;16772;
16773;2459;Unspecified;1;16773;
16774;2460;Business, Management and Accounting;15;16774;
16775;2460;Linguistics;1;16775;
16776;2460;Physics and Astronomy;1;16776;
16777;2460;Economics, Econometrics and Finance;95;16777;
16778;2460;Unspecified;9;16778;
16779;2460;Engineering;1;16779;
16780;2460;Computer Science;1;16780;
16782;2460;Mathematics;1;16782;
16784;2460;Social Sciences;32;16784;
16785;2460;Psychology;1;16785;
16786;2461;Business, Management and Accounting;34;16786;
16787;2461;Nursing and Health Professions;1;16787;
16790;2461;Energy;16;16790;
16791;2461;Computer Science;2;16791;
16793;2461;Economics, Econometrics and Finance;208;16793;
16794;2461;Engineering;39;16794;
16795;2461;Medicine and Dentistry;3;16795;
16796;2461;Design;2;16796;
16797;2461;Chemical Engineering;1;16797;
16799;2461;Agricultural and Biological Sciences;3;16799;
16801;2461;Earth and Planetary Sciences;4;16801;
16802;2461;Social Sciences;48;16802;
16803;2461;Arts and Humanities;4;16803;
16804;2462;Business, Management and Accounting;4;16804;
16805;2462;Economics, Econometrics and Finance;46;16805;
16827;2466;Unspecified;11;16827;
16828;2466;Computer Science;1;16828;
16829;2466;Social Sciences;33;16829;
16830;2466;Psychology;4;16830;
16831;2467;Business, Management and Accounting;9;16831;
16832;2467;Linguistics;1;16832;
16833;2467;Economics, Econometrics and Finance;94;16833;
16834;2467;Unspecified;19;16834;
16836;2467;Computer Science;2;16836;
16838;2467;Agricultural and Biological Sciences;2;16838;
16839;2467;Chemistry;1;16839;
16840;2467;Social Sciences;86;16840;
16841;2467;Psychology;2;16841;
16842;2468;Business, Management and Accounting;2;16842;
16843;2468;Engineering;1;16843;
16844;2468;Economics, Econometrics and Finance;17;16844;
16845;2468;Unspecified;2;16845;
16846;2468;Environmental Science;3;16846;
16848;2469;Economics, Econometrics and Finance;4;16848;
16849;2469;Unspecified;1;16849;
16850;2470;Business, Management and Accounting;6;16850;
16852;2470;Economics, Econometrics and Finance;45;16852;
16854;2470;Computer Science;1;16854;
16855;2471;Business, Management and Accounting;4;16855;
16856;2471;Economics, Econometrics and Finance;33;16856;
16857;2471;Unspecified;9;16857;
16858;2471;Engineering;2;16858;
16861;2471;Social Sciences;1;16861;
16862;2472;Business, Management and Accounting;33;16862;
16863;2472;Engineering;2;16863;
16865;2472;Unspecified;4;16865;
16866;2472;Economics, Econometrics and Finance;44;16866;
16867;2473;Business, Management and Accounting;9;16867;
16869;2473;Unspecified;13;16869;
16870;2473;Engineering;2;16870;
16874;2473;Social Sciences;9;16874;
16875;2473;Arts and Humanities;2;16875;
16876;2474;Business, Management and Accounting;18;16876;
16877;2474;Physics and Astronomy;1;16877;
16878;2474;Economics, Econometrics and Finance;187;16878;
16879;2474;Unspecified;20;16879;
16880;2474;Design;1;16880;
16881;2474;Computer Science;2;16881;
16882;2474;Mathematics;2;16882;
16885;2475;Business, Management and Accounting;5;16885;
16886;2475;Economics, Econometrics and Finance;100;16886;
16887;2475;Philosophy;1;16887;
16888;2475;Unspecified;13;16888;
16889;2475;Arts and Humanities;1;16889;
16890;2475;Social Sciences;5;16890;
16891;2475;Computer Science;1;16891;
16892;2476;Business, Management and Accounting;1;16892;
16893;2476;Economics, Econometrics and Finance;80;16893;
16894;2476;Unspecified;18;16894;
16895;2476;Energy;2;16895;
16897;2476;Nursing and Health Professions;1;16897;
16898;2476;Engineering;3;16898;
16900;2476;Agricultural and Biological Sciences;8;16900;
16902;2476;Earth and Planetary Sciences;4;16902;
16904;2477;Business, Management and Accounting;7;16904;
16905;2477;Physics and Astronomy;1;16905;
16906;2477;Energy;4;16906;
16907;2477;Psychology;5;16907;
16908;2477;Environmental Science;21;16908;
16909;2477;Decision Sciences;1;16909;
16910;2477;Philosophy;1;16910;
16911;2477;Computer Science;15;16911;
16912;2477;Unspecified;35;16912;
16913;2477;Engineering;63;16913;
16914;2477;Medicine and Dentistry;1;16914;
16915;2477;Design;3;16915;
16916;2477;Arts and Humanities;4;16916;
16918;2477;Agricultural and Biological Sciences;3;16918;
16919;2477;Chemistry;3;16919;
16920;2477;Earth and Planetary Sciences;2;16920;
16921;2477;Social Sciences;53;16921;
16922;2477;Economics, Econometrics and Finance;92;16922;
16923;2478;Business, Management and Accounting;9;16923;
16924;2478;Economics, Econometrics and Finance;97;16924;
16927;2478;Unspecified;13;16927;
16928;2478;Neuroscience;1;16928;
16930;2478;Social Sciences;10;16930;
16931;2479;Business, Management and Accounting;7;16931;
16932;2479;Economics, Econometrics and Finance;196;16932;
16933;2479;Unspecified;21;16933;
16935;2479;Social Sciences;3;16935;
16936;2479;Computer Science;1;16936;
16938;2480;Agricultural and Biological Sciences;1;16938;
16941;2480;Psychology;1;16941;
16942;2481;Business, Management and Accounting;7;16942;
16943;2481;Economics, Econometrics and Finance;76;16943;
16944;2481;Decision Sciences;1;16944;
16945;2481;Philosophy;1;16945;
16946;2481;Unspecified;20;16946;
16947;2481;Mathematics;1;16947;
16948;2481;Neuroscience;1;16948;
16949;2481;Social Sciences;25;16949;
16950;2481;Psychology;2;16950;
16951;2482;Business, Management and Accounting;2;16951;
16953;2482;Unspecified;2;16953;
16954;2482;Medicine and Dentistry;1;16954;
16957;2482;Agricultural and Biological Sciences;1;16957;
16958;2482;Social Sciences;40;16958;
16959;2482;Arts and Humanities;2;16959;
16960;2483;Business, Management and Accounting;11;16960;
16961;2483;Psychology;10;16961;
16967;2483;Engineering;1;16967;
16968;2483;Medicine and Dentistry;3;16968;
16969;2483;Design;1;16969;
16971;2483;Agricultural and Biological Sciences;3;16971;
16972;2483;Chemistry;1;16972;
16977;2484;Economics, Econometrics and Finance;19;16977;
16980;2484;Mathematics;1;16980;
16982;2484;Chemistry;1;16982;
16984;2485;Business, Management and Accounting;3;16984;
16985;2485;Economics, Econometrics and Finance;62;16985;
16988;2485;Computer Science;1;16988;
16990;2485;Social Sciences;18;16990;
16991;2485;Psychology;4;16991;
16992;2486;Business, Management and Accounting;4;16992;
16993;2486;Chemistry;1;16993;
16995;2486;Unspecified;5;16995;
16997;2487;Business, Management and Accounting;3;16997;
16999;2487;Social Sciences;2;16999;
17000;2487;Unspecified;5;17000;
17001;2487;Economics, Econometrics and Finance;43;17001;
17004;2488;Decision Sciences;3;17004;
17005;2488;Unspecified;9;17005;
17006;2488;Engineering;4;17006;
17009;2489;Business, Management and Accounting;4;17009;
17012;2489;Unspecified;8;17012;
17013;2489;Engineering;1;17013;
17017;2490;Arts and Humanities;1;17017;
17018;2490;Social Sciences;2;17018;
17019;2490;Unspecified;9;17019;
17020;2490;Economics, Econometrics and Finance;32;17020;
17021;2491;Business, Management and Accounting;3;17021;
17022;2491;Economics, Econometrics and Finance;39;17022;
17023;2491;Unspecified;8;17023;
17025;2491;Computer Science;2;17025;
17026;2491;Social Sciences;1;17026;
17031;2493;Nursing and Health Professions;1;17031;
17033;2493;Unspecified;14;17033;
17034;2493;Neuroscience;1;17034;
17038;2494;Social Sciences;1;17038;
17039;2494;Unspecified;1;17039;
17040;2494;Economics, Econometrics and Finance;16;17040;
17041;2495;Economics, Econometrics and Finance;3;17041;
17042;2495;Unspecified;3;17042;
17043;2496;Business, Management and Accounting;6;17043;
17044;2496;Psychology;1;17044;
17047;2496;Engineering;1;17047;
17052;2496;Agricultural and Biological Sciences;4;17052;
17055;2496;Social Sciences;24;17055;
17058;2497;Economics, Econometrics and Finance;65;17058;
17060;2497;Decision Sciences;1;17060;
17068;2498;Business, Management and Accounting;8;17068;
17070;2498;Decision Sciences;1;17070;
17073;2498;Computer Science;3;17073;
17075;2498;Social Sciences;2;17075;
17076;2499;Business, Management and Accounting;3;17076;
17077;2499;Economics, Econometrics and Finance;31;17077;
17078;2499;Unspecified;4;17078;
17083;2500;Engineering;1;17083;
17084;2500;Agricultural and Biological Sciences;4;17084;
17087;2501;Decision Sciences;2;17087;
17090;2501;Computer Science;1;17090;
17091;2501;Economics, Econometrics and Finance;19;17091;
17092;2502;Economics, Econometrics and Finance;1;17092;
17093;2503;Business, Management and Accounting;2;17093;
17098;2503;Unspecified;3;17098;
17100;2503;Agricultural and Biological Sciences;2;17100;
17101;2503;Chemistry;1;17101;
17102;2503;Social Sciences;6;17102;
17105;2504;Unspecified;4;17105;
19881;2934;Business, Management and Accounting;7;19881;
19882;2934;Chemistry;1;19882;
19883;2934;Economics, Econometrics and Finance;37;19883;
19884;2934;Unspecified;6;19884;
19885;2935;Business, Management and Accounting;1;19885;
19886;2935;Engineering;2;19886;
19887;2935;Social Sciences;3;19887;
19888;2935;Unspecified;12;19888;
19889;2935;Economics, Econometrics and Finance;70;19889;
19890;2936;Unspecified;7;19890;
19891;2936;Computer Science;1;19891;
19892;2936;Social Sciences;4;19892;
19893;2936;Economics, Econometrics and Finance;37;19893;
19894;2936;Psychology;1;19894;
19895;2937;Business, Management and Accounting;4;19895;
19896;2937;Economics, Econometrics and Finance;30;19896;
19897;2937;Unspecified;4;19897;
19898;2937;Computer Science;1;19898;
19899;2937;Agricultural and Biological Sciences;1;19899;
19900;2937;Chemistry;1;19900;
19901;2937;Social Sciences;3;19901;
19902;2937;Psychology;2;19902;
19903;2938;Business, Management and Accounting;7;19903;
19904;2938;Psychology;1;19904;
19905;2938;Energy;1;19905;
19906;2938;Philosophy;3;19906;
19907;2938;Computer Science;2;19907;
19908;2938;Unspecified;10;19908;
19909;2938;Medicine and Dentistry;2;19909;
19910;2938;Arts and Humanities;3;19910;
19911;2938;Mathematics;1;19911;
19912;2938;Agricultural and Biological Sciences;2;19912;
19913;2938;Chemistry;1;19913;
19914;2938;Social Sciences;61;19914;
19915;2938;Economics, Econometrics and Finance;98;19915;
19916;2939;Social Sciences;1;19916;
19917;2939;Economics, Econometrics and Finance;1;19917;
19918;2940;Social Sciences;1;19918;
19919;2940;Economics, Econometrics and Finance;2;19919;
19920;2941;Business, Management and Accounting;26;19920;
19921;2941;Psychology;15;19921;
19922;2941;Computer Science;5;19922;
19923;2941;Unspecified;18;19923;
19924;2941;Engineering;1;19924;
19925;2941;Arts and Humanities;2;19925;
19926;2941;Neuroscience;1;19926;
19927;2941;Mathematics;1;19927;
19928;2941;Agricultural and Biological Sciences;1;19928;
19929;2941;Chemistry;1;19929;
19930;2941;Earth and Planetary Sciences;1;19930;
19931;2941;Social Sciences;14;19931;
19932;2941;Economics, Econometrics and Finance;102;19932;
19933;2942;Business, Management and Accounting;2;19933;
19934;2942;Economics, Econometrics and Finance;20;19934;
19935;2942;Environmental Science;2;19935;
19936;2942;Unspecified;1;19936;
19937;2942;Design;2;19937;
19938;2942;Computer Science;1;19938;
19939;2942;Chemistry;1;19939;
19940;2943;Economics, Econometrics and Finance;4;19940;
19941;2943;Unspecified;5;19941;
19942;2944;Business, Management and Accounting;8;19942;
19943;2944;Economics, Econometrics and Finance;77;19943;
19944;2944;Unspecified;8;19944;
19945;2944;Engineering;2;19945;
19946;2944;Computer Science;2;19946;
19947;2944;Agricultural and Biological Sciences;2;19947;
19948;2944;Chemistry;1;19948;
19949;2944;Social Sciences;3;19949;
19951;2945;Economics, Econometrics and Finance;15;19951;
19952;2945;Unspecified;4;19952;
19953;2945;Nursing and Health Professions;1;19953;
19954;2945;Social Sciences;1;19954;
19955;2945;Psychology;2;19955;
19956;2946;Economics, Econometrics and Finance;21;19956;
19957;2946;Unspecified;6;19957;
19958;2946;Engineering;1;19958;
19959;2946;Medicine and Dentistry;2;19959;
19960;2946;Mathematics;1;19960;
19961;2946;Social Sciences;6;19961;
19963;2947;Economics, Econometrics and Finance;24;19963;
19964;2947;Environmental Science;1;19964;
19965;2947;Engineering;1;19965;
19966;2947;Chemistry;1;19966;
19967;2947;Social Sciences;4;19967;
19968;2948;Business, Management and Accounting;2;19968;
19969;2948;Economics, Econometrics and Finance;26;19969;
19970;2948;Unspecified;4;19970;
19971;2948;Arts and Humanities;1;19971;
19972;2948;Social Sciences;1;19972;
19973;2948;Computer Science;1;19973;
19974;2949;Business, Management and Accounting;21;19974;
19975;2949;Economics, Econometrics and Finance;5;19975;
19976;2949;Unspecified;3;19976;
19977;2949;Chemistry;1;19977;
19978;2949;Social Sciences;6;19978;
19979;2949;Psychology;1;19979;
19980;2950;Business, Management and Accounting;2;19980;
19981;2950;Economics, Econometrics and Finance;12;19981;
19982;2950;Unspecified;7;19982;
19983;2950;Computer Science;1;19983;
19984;2951;Agricultural and Biological Sciences;2;19984;
19985;2951;Chemistry;1;19985;
19986;2951;Social Sciences;2;19986;
19987;2951;Unspecified;2;19987;
19988;2951;Economics, Econometrics and Finance;5;19988;
19989;2952;Business, Management and Accounting;3;19989;
19990;2952;Unspecified;5;19990;
19991;2952;Social Sciences;2;19991;
19992;2952;Nursing and Health Professions;1;19992;
19993;2952;Economics, Econometrics and Finance;15;19993;
19994;2953;Business, Management and Accounting;3;19994;
19995;2953;Economics, Econometrics and Finance;9;19995;
19996;2953;Environmental Science;2;19996;
19997;2953;Unspecified;2;19997;
19998;2953;Computer Science;1;19998;
19999;2953;Agricultural and Biological Sciences;2;19999;
20000;2953;Earth and Planetary Sciences;1;20000;
20001;2953;Social Sciences;1;20001;
20002;2954;Economics, Econometrics and Finance;5;20002;
20003;2954;Unspecified;1;20003;
20004;2955;Business, Management and Accounting;7;20004;
20005;2955;Economics, Econometrics and Finance;24;20005;
20006;2955;Unspecified;1;20006;
20007;2955;Design;1;20007;
20008;2955;Agricultural and Biological Sciences;1;20008;
20009;2955;Social Sciences;2;20009;
20010;2956;Business, Management and Accounting;3;20010;
20011;2956;Economics, Econometrics and Finance;16;20011;
20012;2956;Environmental Science;2;20012;
20013;2956;Energy;2;20013;
20014;2956;Unspecified;2;20014;
20015;2956;Engineering;6;20015;
20016;2956;Agricultural and Biological Sciences;1;20016;
20017;2956;Social Sciences;1;20017;
20018;2957;Business, Management and Accounting;2;20018;
20019;2957;Economics, Econometrics and Finance;11;20019;
20020;2957;Unspecified;2;20020;
20021;2957;Medicine and Dentistry;2;20021;
20022;2957;Agricultural and Biological Sciences;2;20022;
20023;2957;Chemistry;1;20023;
20024;2957;Social Sciences;2;20024;
20025;2957;Psychology;1;20025;
20026;2958;Economics, Econometrics and Finance;26;20026;
20027;2958;Unspecified;3;20027;
20028;2959;Business, Management and Accounting;2;20028;
20029;2959;Social Sciences;2;20029;
20030;2959;Economics, Econometrics and Finance;21;20030;
20031;2960;Business, Management and Accounting;5;20031;
20032;2960;Physics and Astronomy;1;20032;
20033;2960;Economics, Econometrics and Finance;35;20033;
20034;2960;Decision Sciences;1;20034;
20035;2960;Unspecified;6;20035;
20036;2960;Engineering;3;20036;
20037;2960;Computer Science;4;20037;
20038;2960;Social Sciences;2;20038;
20039;2960;Psychology;2;20039;
20040;2961;Business, Management and Accounting;3;20040;
20041;2962;Business, Management and Accounting;6;20041;
20042;2962;Physics and Astronomy;1;20042;
20043;2962;Economics, Econometrics and Finance;27;20043;
20044;2962;Decision Sciences;1;20044;
20045;2962;Philosophy;1;20045;
20046;2962;Unspecified;8;20046;
20047;2962;Mathematics;1;20047;
20048;2962;Social Sciences;1;20048;
20049;2962;Psychology;3;20049;
20050;2963;Economics, Econometrics and Finance;50;20050;
20051;2963;Unspecified;11;20051;
20052;2963;Engineering;1;20052;
20053;2963;Computer Science;2;20053;
20054;2963;Mathematics;1;20054;
20055;2963;Social Sciences;1;20055;
20056;2964;Economics, Econometrics and Finance;1;20056;
20057;2964;Unspecified;1;20057;
20058;2965;Business, Management and Accounting;2;20058;
20059;2965;Economics, Econometrics and Finance;2;20059;
20060;2965;Unspecified;1;20060;
