handle;year;cites;if_;if_5;docs_published;h_index;type;issn1;issn2;type2;year3;scimago_id;sjr;type4;year5;jourqual;type6;year7;bwl;type8;year9;vwl;journal_name
RePEc:ids:ijrsaf;2017;1;0.03;0.01;8;2;ReDIF-Article;1479-389X;1479-3903;scimago;2018;19700186883;0.201;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Reliability and Safety
RePEc:ids:ijscom;2017;;null;null;6;;ReDIF-Article;2045-175X;2045-1768;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Service and Computing Oriented Manufacturing
RePEc:ids:ijsoma;2017;15;0.05;0.04;75;3;ReDIF-Article;1744-2370;1744-2389;scimago;2018;4000148902;0.237;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;International Journal of Services and Operations Management
RePEc:ids:ijssoc;2017;;null;null;0;;ReDIF-Article;1756-2538;1756-2546;scimago;2018;20500195092;0.192;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Sustainable Society
RePEc:ids:ijsusd;2017;11;0.08;0.11;9;9;ReDIF-Article;0960-1406;1741-5268;scimago;2018;23275;0.22;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;International Journal of Sustainable Development
RePEc:ids:ijsuse;2017;46;0.88;0.41;20;8;ReDIF-Article;1756-5804;1756-5812;scimago;2018;21100836593;0.135;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Sustainable Economy
RePEc:ids:ijtisy;2017;6;null;0.2;0;3;ReDIF-Article;2046-8083;2046-8091;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Transitions and Innovation Systems
RePEc:ids:ijtlid;2017;8;0.05;0.13;14;9;ReDIF-Article;1753-1942;1753-1950;scimago;2018;20000195008;0.193;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;International Journal of Technological Learning, Innovation and Development
RePEc:ids:ijtrgm;2017;6;0.12;0.06;28;4;ReDIF-Article;1742-7541;1742-755X;scimago;2018;21100396322;0.33;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;International Journal of Trade and Global Markets
RePEc:ids:injams;2017;5;0.06;0.05;16;3;ReDIF-Article;1755-8913;1755-8921;scimago;2018;21100198214;0.239;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Applied Management Science
RePEc:ids:injbaf;2017;9;null;0.23;9;5;ReDIF-Article;1755-3830;1755-3849;scimago;2018;21100198553;0.139;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;International Journal of Banking, Accounting and Finance
RePEc:ids:injdan;2017;2;0.03;0.02;21;3;ReDIF-Article;1755-8050;1755-8069;scimago;2018;21100204516;0.271;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Data Analysis Techniques and Strategies
RePEc:ids:injleg;2017;3;null;0.09;5;2;ReDIF-Article;1741-5373;1741-5381;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Logistics Economics and Globalisation
RePEc:ids:injmfa;2017;6;null;0.09;15;3;ReDIF-Article;1753-6715;1753-6723;scimago;2018;21100375269;0.27;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;International Journal of Managerial and Financial Accounting
RePEc:ids:injsem;2017;2;null;0.04;7;2;ReDIF-Article;1753-0822;1753-0830;scimago;2018;21100385814;0.146;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Services, Economics and Management
RePEc:ids:intjaf;2017;;null;null;13;2;ReDIF-Article;1752-8224;1752-8232;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Accounting and Finance
RePEc:ids:wremsd;2017;3;0.04;0.02;38;3;ReDIF-Article;1746-0573;1746-0581;scimago;2018;5400152653;0.235;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;World Review of Entrepreneurship, Management and Sustainable Development
RePEc:ieu:journl;2017;;null;null;0;3;ReDIF-Article;1646-1223;2182-5114;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Enterprise and Work Innovation Studies
RePEc:igg:j3dim0;2017;;null;null;8;;ReDIF-Article;2156-1710;2156-1702;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of 3-D Information Modeling (IJ3DIM)
RePEc:igg:jabe00;2017;1;null;0.01;4;2;ReDIF-Article;2160-9802;2160-9810;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Applied Behavioral Economics (IJABE)
RePEc:igg:jabim0;2017;3;0.03;0.03;16;3;ReDIF-Article;1947-9638;1947-9646;scimago;2018;21100823283;0.132;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Asian Business and Information Management (IJABIM)
RePEc:igg:jaci00;2017;;null;null;11;1;ReDIF-Article;1941-6237;1941-6245;scimago;2018;19700186849;0.527;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Ambient Computing and Intelligence (IJACI)
RePEc:igg:jaec00;2017;2;0.03;0.02;0;1;ReDIF-Article;1942-3594;1942-3608;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Applied Evolutionary Computation (IJAEC)
RePEc:igg:jaeis0;2017;;null;null;12;2;ReDIF-Article;1947-3192;1947-3206;scimago;2018;21100207605;0.164;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Agricultural and Environmental Information Systems (IJAEIS)
RePEc:igg:jagr00;2017;3;null;0.03;9;1;ReDIF-Article;1947-9654;1947-9662;scimago;2018;21100207607;0.216;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Applied Geospatial Research (IJAGR)
RePEc:igg:jamc00;2017;3;null;0.04;8;2;ReDIF-Article;1947-8283;1947-8291;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Applied Metaheuristic Computing (IJAMC)
RePEc:igg:japuc0;2017;;null;null;0;1;ReDIF-Article;1937-965X;1937-9668;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Advanced Pervasive and Ubiquitous Computing (IJAPUC)
RePEc:igg:jaras0;2017;;null;null;0;1;ReDIF-Article;1947-9220;1947-9239;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Adaptive, Resilient and Autonomic Systems (IJARAS)
RePEc:igg:javet0;2017;3;0.02;0.03;22;2;ReDIF-Article;1947-8607;1947-878X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Adult Vocational Education and Technology (IJAVET)
RePEc:igg:jbir00;2017;;null;null;0;2;ReDIF-Article;1947-3591;1947-3605;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;;International Journal of Business Intelligence Research (IJBIR)
RePEc:igg:jcac00;2017;;null;null;10;1;ReDIF-Article;2156-1834;2156-1826;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Cloud Applications and Computing (IJCAC)
RePEc:igg:jcallt;2017;;null;null;5;;ReDIF-Article;2155-7098;2155-7101;scimago;2018;21100863714;0.164;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Computer-Assisted Language Learning and Teaching (IJCALLT)
RePEc:igg:jcbpl0;2017;;null;null;6;1;ReDIF-Article;2155-7136;2155-7144;scimago;2018;21100253384;0.344;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Cyber Behavior, Psychology and Learning (IJCBPL)
RePEc:igg:jcce00;2017;;null;null;0;;ReDIF-Article;2155-4110;2155-4129;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Chemoinformatics and Chemical Engineering (IJCCE)
RePEc:igg:jcicg0;2017;;null;null;0;;ReDIF-Article;1947-3117;1947-3125;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Creative Interfaces and Computer Graphics (IJCICG)
RePEc:igg:jcini0;2017;4;0.05;0.04;5;1;ReDIF-Article;1557-3958;1557-3966;scimago;2018;19700186872;0.207;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Cognitive Informatics and Natural Intelligence (IJCINI)
RePEc:igg:jcit00;2017;1;null;0.01;6;1;ReDIF-Article;1548-7717;1548-7725;scimago;2018;88934;0.14;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Cases on Information Technology (JCIT)
RePEc:igg:jdldc0;2017;;null;null;0;;ReDIF-Article;1947-3494;1947-3508;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Digital Literacy and Digital Competence (IJDLDC)
RePEc:igg:jdls00;2017;;null;null;0;1;ReDIF-Article;1947-9077;1947-9085;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Digital Library Systems (IJDLS)
RePEc:igg:jdm000;2017;2;0.04;0.03;0;2;ReDIF-Article;1063-8016;1533-8010;scimago;2018;13581;0.238;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Database Management (JDM)
RePEc:igg:jdsst0;2017;3;null;0.04;16;2;ReDIF-Article;1941-6296;1941-630X;scimago;2018;21100201512;0.164;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Decision Support System Technology (IJDSST)
RePEc:igg:jdst00;2017;;null;null;8;;ReDIF-Article;1947-3532;1947-3540;scimago;2018;21100223333;0.268;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Distributed Systems and Technologies (IJDST)
RePEc:igg:jdwm00;2017;;null;null;4;2;ReDIF-Article;1548-3924;1548-3932;scimago;2018;11900154399;0.198;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Data Warehousing and Mining (IJDWM)
RePEc:igg:jea000;2017;;null;null;5;;ReDIF-Article;1937-9633;1937-9641;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of E-Adoption (IJEA)
RePEc:igg:jebr00;2017;3;0.03;0.04;10;3;ReDIF-Article;1548-1131;1548-114X;scimago;2018;12100154806;0.157;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of E-Business Research (IJEBR)
RePEc:igg:jec000;2017;13;0.06;0.16;0;4;ReDIF-Article;1548-3673;1548-3681;scimago;2018;12000154321;0.51;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of e-Collaboration (IJeC)
RePEc:igg:jeco00;2017;2;0.03;0.02;10;4;ReDIF-Article;1539-2937;1539-2929;scimago;2018;130090;0.147;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Journal of Electronic Commerce in Organizations (JECO)
RePEc:igg:jehmc0;2017;2;0.03;0.02;4;1;ReDIF-Article;1947-315X;1947-3168;scimago;2018;21100227425;0.184;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of E-Health and Medical Communications (IJEHMC)
RePEc:igg:jeis00;2017;3;0.03;0.03;21;2;ReDIF-Article;1548-1115;1548-1123;scimago;2018;12100154510;0.169;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;International Journal of Enterprise Information Systems (IJEIS)
RePEc:igg:jeoe00;2017;2;0.03;0.02;11;1;ReDIF-Article;2160-9500;2160-9543;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Energy Optimization and Engineering (IJEOE)
RePEc:igg:jepr00;2017;;null;null;6;;ReDIF-Article;2160-9918;2160-9926;scimago;2018;21100855506;0.214;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of E-Planning Research (IJEPR)
RePEc:igg:jesma0;2017;2;0.03;0.03;8;2;ReDIF-Article;1941-627X;1941-6288;scimago;2018;21100857397;0.123;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of E-Services and Mobile Applications (IJESMA)
RePEc:igg:jgee00;2017;;null;null;0;1;ReDIF-Article;1947-8488;1947-8496;scimago;2018;21100206214;0.217;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Geotechnical Earthquake Engineering (IJGEE)
RePEc:igg:jgim00;2017;6;0.06;0.08;25;9;ReDIF-Article;1062-7375;1533-7995;scimago;2018;20608;0.312;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Journal of Global Information Management (JGIM)
RePEc:igg:jhcitp;2017;1;null;0.01;11;1;ReDIF-Article;1947-3478;1947-3486;scimago;2018;21100223336;0.2;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Human Capital and Information Technology Professionals (IJHCITP)
RePEc:igg:jhcr00;2017;;null;null;0;1;ReDIF-Article;1947-9158;1947-9166;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Handheld Computing Research (IJHCR)
RePEc:igg:jhisi0;2017;1;null;0.01;8;1;ReDIF-Article;1555-3396;1555-340X;scimago;2018;20100195036;0.123;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Healthcare Information Systems and Informatics (IJHISI)
RePEc:igg:jicthd;2017;1;0.03;0.01;4;1;ReDIF-Article;1935-5661;1935-567X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Information Communication Technologies and Human Development (IJICTHD)
RePEc:igg:jictrd;2017;;null;null;0;1;ReDIF-Article;1947-3419;1947-3427;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of ICT Research and Development in Africa (IJICTRDA)
RePEc:igg:jide00;2017;1;null;0.01;17;1;ReDIF-Article;1947-8305;1947-8313;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Innovation in the Digital Economy (IJIDE)
RePEc:igg:jiit00;2017;3;0.03;0.04;16;2;ReDIF-Article;1548-3657;1548-3665;scimago;2018;4500151542;0.23;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Intelligent Information Technologies (IJIIT)
RePEc:igg:jirr00;2017;1;0.03;0.01;8;1;ReDIF-Article;2155-6377;2155-6385;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Information Retrieval Research (IJIRR)
RePEc:igg:jismd0;2017;2;0.03;0.02;0;1;ReDIF-Article;1947-8186;1947-8194;scimago;2018;21100223332;0.19;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;International Journal of Information System Modeling and Design (IJISMD)
RePEc:igg:jisp00;2017;2;null;0.02;9;1;ReDIF-Article;1930-1650;1930-1669;scimago;2018;19800188053;0.145;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Information Security and Privacy (IJISP)
RePEc:igg:jissc0;2017;5;0.03;0.05;9;3;ReDIF-Article;1941-868X;1941-8698;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Information Systems and Social Change (IJISSC)
RePEc:igg:jisscm;2017;4;0.03;0.04;9;3;ReDIF-Article;1935-5726;1935-5734;scimago;2018;21100198470;0.254;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Information Systems and Supply Chain Management (IJISSCM)
RePEc:igg:jisss0;2017;3;0.03;0.03;19;3;ReDIF-Article;1935-5688;1935-5696;scimago;2018;21100266730;0.267;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Information Systems in the Service Sector (IJISSS)
RePEc:igg:jitbag;2017;;null;null;0;1;ReDIF-Article;1947-9611;1947-962X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of IT/Business Alignment and Governance (IJITBAG)
RePEc:igg:jitn00;2017;;null;null;9;1;ReDIF-Article;1941-8663;1941-8671;scimago;2018;21100853000;0.14;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Interdisciplinary Telecommunications and Networking (IJITN)
RePEc:igg:jitpm0;2017;;null;null;11;1;ReDIF-Article;1938-0232;1938-0240;scimago;2018;21100860389;0.227;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Information Technology Project Management (IJITPM)
RePEc:igg:jitr00;2017;1;null;0.01;10;1;ReDIF-Article;1938-7857;1938-7865;scimago;2018;19700201308;0.132;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Information Technology Research (JITR)
RePEc:igg:jitsr0;2017;1;null;0.04;0;2;ReDIF-Article;1539-3062;1539-3054;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of IT Standards and Standardization Research (IJITSR)
RePEc:igg:jitwe0;2017;;null;null;19;1;ReDIF-Article;1554-1045;1554-1053;scimago;2018;11900154400;0.191;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Information Technology and Web Engineering (IJITWE)
RePEc:igg:jkbo00;2017;2;0.06;0.02;10;1;ReDIF-Article;2155-6393;2155-6407;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Knowledge-Based Organizations (IJKBO)
RePEc:igg:jkdb00;2017;;null;null;7;;ReDIF-Article;1947-9115;1947-9123;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Knowledge Discovery in Bioinformatics (IJKDB)
RePEc:igg:jkm000;2017;2;0.03;0.02;0;2;ReDIF-Article;1548-0666;1548-0658;scimago;2018;12000154350;0.307;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;International Journal of Knowledge Management (IJKM)
RePEc:igg:jksr00;2017;1;null;0.01;0;1;ReDIF-Article;1947-8429;1947-8437;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Knowledge Society Research (IJKSR)
RePEc:igg:jkss00;2017;2;null;0.02;8;1;ReDIF-Article;1947-8208;1947-8216;scimago;2018;21100863713;0.124;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Knowledge and Systems Science (IJKSS)
RePEc:igg:jmbl00;2017;;null;null;9;1;ReDIF-Article;1941-8647;1941-8655;scimago;2018;21100201516;0.429;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Mobile and Blended Learning (IJMBL)
RePEc:igg:jmdem0;2017;;null;null;9;1;ReDIF-Article;1947-8534;1947-8542;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Multimedia Data Engineering and Management (IJMDEM)
RePEc:igg:jmhci0;2017;;null;null;16;1;ReDIF-Article;1942-390X;1942-3918;scimago;2018;21100220473;0.174;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Mobile Human Computer Interaction (IJMHCI)
RePEc:igg:jmmme0;2017;;null;null;8;;ReDIF-Article;2156-1680;2156-1672;scimago;2018;21100242227;0.165;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Manufacturing, Materials, and Mechanical Engineering (IJMMME)
RePEc:igg:jncr00;2017;;null;null;0;1;ReDIF-Article;1947-928X;1947-9298;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Natural Computing Research (IJNCR)
RePEc:igg:jom000;2017;2;0.03;0.02;17;2;ReDIF-Article;2156-1753;2156-1745;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Online Marketing (IJOM)
RePEc:igg:jopcd0;2017;;null;null;10;1;ReDIF-Article;2155-6873;2155-6881;scimago;2018;21100860144;0.203;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Online Pedagogy and Course Design (IJOPCD)
RePEc:igg:joris0;2017;1;null;0.01;9;2;ReDIF-Article;1947-9328;1947-9336;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Operations Research and Information Systems (IJORIS)
RePEc:igg:jrqeh0;2017;;null;null;9;1;ReDIF-Article;2160-9551;2160-956X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Reliable and Quality E-Healthcare (IJRQEH)
RePEc:igg:jsda00;2017;;null;null;9;1;ReDIF-Article;2160-9772;2160-9799;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of System Dynamics Applications (IJSDA)
RePEc:igg:jsds00;2017;7;0.08;0.07;0;2;ReDIF-Article;1947-8569;1947-8577;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Strategic Decision Sciences (IJSDS)
RePEc:igg:jse000;2017;;null;null;0;;ReDIF-Article;1947-9093;1947-9107;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Synthetic Emotions (IJSE)
RePEc:igg:jsem00;2017;3;0.08;0.03;0;2;ReDIF-Article;2160-9659;2160-9667;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Sustainable Economies Management (IJSEM)
RePEc:igg:jsesd0;2017;5;0.02;0.04;20;2;ReDIF-Article;1947-8402;1947-8410;scimago;2018;21100207622;0.132;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Social Ecology and Sustainable Development (IJSESD)
RePEc:igg:jsir00;2017;1;null;0.01;7;1;ReDIF-Article;1947-9263;1947-9271;scimago;2018;21100864387;0.139;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Swarm Intelligence Research (IJSIR)
RePEc:igg:jsita0;2017;;null;null;0;1;ReDIF-Article;1947-3095;1947-3109;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Strategic Information Technology and Applications (IJSITA)
RePEc:igg:jskd00;2017;;null;null;0;1;ReDIF-Article;1941-6253;1941-6261;scimago;2018;21100207616;0.453;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Sociotechnology and Knowledge Development (IJSKD)
RePEc:igg:jsodit;2017;2;0.11;0.04;0;1;ReDIF-Article;2155-6334;2155-6342;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Social and Organizational Dynamics in IT (IJSODIT)
RePEc:igg:jsr000;2017;;null;null;9;;ReDIF-Article;2470-8542;2470-8550;scimago;2018;21100832514;0.13;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Standardization Research (IJSR)
RePEc:igg:jssmet;2017;4;0.06;0.04;5;2;ReDIF-Article;1947-959X;1947-9603;scimago;2018;;;vhb-jourqual;2015;D;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;;International Journal of Service Science, Management, Engineering, and Technology (IJSSMET)
RePEc:igg:jssoe0;2017;;null;null;0;1;ReDIF-Article;1947-3052;1947-3060;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Systems and Service-Oriented Engineering (IJSSOE)
RePEc:igg:jsss00;2017;;null;null;0;;ReDIF-Article;2155-5028;2155-5036;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Signs and Semiotic Systems (IJSSS)
